location,timestamp,pm2_5,pm10,co,no2,o3,so2,aqi,air_quality
Jakarta,2025-11-19 19:00:00,3.49,4.21,147.32,1.97,30.38,0.69,1.0,Good
Jakarta,2025-11-19 20:00:00,2.89,3.56,134.69,1.77,30.33,0.63,1.0,Good
Jakarta,2025-11-19 21:00:00,2.3,2.92,121.9,1.51,31.07,0.53,1.0,Good
Jakarta,2025-11-19 22:00:00,1.9,2.45,114.54,1.35,32.12,0.47,1.0,Good
Jakarta,2025-11-19 23:00:00,1.79,2.33,113.65,1.42,32.67,0.47,1.0,Good
Jakarta,2025-11-20 00:00:00,1.84,2.43,115.75,1.58,33.15,0.5,1.0,Good
Jakarta,2025-11-20 01:00:00,1.93,2.5,120.9,1.77,33.39,0.54,1.0,Good
Jakarta,2025-11-20 02:00:00,1.91,2.48,121.18,1.74,34.11,0.51,1.0,Good
Jakarta,2025-11-20 03:00:00,1.82,2.42,115.58,1.42,35.55,0.41,1.0,Good
Jakarta,2025-11-20 04:00:00,1.74,2.38,106.67,0.95,37.43,0.29,1.0,Good
Jakarta,2025-11-20 05:00:00,1.64,2.35,100.37,0.7,38.27,0.21,1.0,Good
Jakarta,2025-11-20 06:00:00,1.51,2.28,96.36,0.59,37.98,0.18,1.0,Good
Jakarta,2025-11-20 07:00:00,1.37,2.19,93.25,0.52,37.33,0.16,1.0,Good
Jakarta,2025-11-20 08:00:00,1.27,2.11,90.79,0.48,36.54,0.14,1.0,Good
Jakarta,2025-11-20 09:00:00,1.25,2.05,89.73,0.46,36.05,0.14,1.0,Good
Jakarta,2025-11-20 10:00:00,1.27,2.06,90.62,0.5,35.6,0.14,1.0,Good
Jakarta,2025-11-20 11:00:00,1.36,2.18,92.93,0.56,35.27,0.15,1.0,Good
Jakarta,2025-11-20 12:00:00,1.45,2.32,94.35,0.58,35.02,0.15,1.0,Good
Jakarta,2025-11-20 13:00:00,1.57,2.6,99.27,0.72,34.44,0.18,1.0,Good
Jakarta,2025-11-20 14:00:00,1.75,2.98,106.71,0.94,33.77,0.22,1.0,Good
Jakarta,2025-11-20 15:00:00,1.89,3.25,111.44,1.06,33.37,0.24,1.0,Good
Jakarta,2025-11-20 16:00:00,1.99,3.39,111.53,1.09,33.1,0.25,1.0,Good
Jakarta,2025-11-20 17:00:00,1.98,3.28,105.57,0.96,33.44,0.23,1.0,Good
Jakarta,2025-11-20 18:00:00,1.92,3.1,96.2,0.7,34.03,0.19,1.0,Good
Jakarta,2025-11-20 19:00:00,1.77,2.78,86.57,0.43,35.1,0.15,1.0,Good
Jakarta,2025-11-20 20:00:00,1.69,2.61,83.24,0.39,35.67,0.14,1.0,Good
Jakarta,2025-11-20 21:00:00,1.61,2.49,81.49,0.38,36.09,0.14,1.0,Good
Jakarta,2025-11-20 22:00:00,1.49,2.31,80.31,0.37,36.34,0.14,1.0,Good
Jakarta,2025-11-20 23:00:00,1.31,2.04,79.78,0.36,36.64,0.13,1.0,Good
Jakarta,2025-11-21 00:00:00,1.14,1.8,80.31,0.38,36.91,0.13,1.0,Good
Jakarta,2025-11-21 01:00:00,1.04,1.68,81.93,0.45,36.89,0.14,1.0,Good
Jakarta,2025-11-21 02:00:00,1.01,1.7,83.67,0.48,36.99,0.15,1.0,Good
Jakarta,2025-11-21 03:00:00,0.98,1.77,84.18,0.44,37.25,0.15,1.0,Good
Jakarta,2025-11-21 04:00:00,0.99,1.95,84.26,0.37,37.43,0.15,1.0,Good
Jakarta,2025-11-21 05:00:00,1.0,2.13,83.64,0.33,37.4,0.16,1.0,Good
Jakarta,2025-11-21 06:00:00,1.04,2.24,84.52,0.32,37.4,0.17,1.0,Good
Jakarta,2025-11-21 07:00:00,1.06,2.31,83.5,0.3,37.33,0.16,1.0,Good
Jakarta,2025-11-21 08:00:00,1.06,2.34,81.73,0.29,36.95,0.16,1.0,Good
Jakarta,2025-11-21 09:00:00,1.07,2.29,80.39,0.29,36.86,0.15,1.0,Good
Jakarta,2025-11-21 10:00:00,1.02,2.03,80.43,0.29,37.22,0.13,1.0,Good
Jakarta,2025-11-21 11:00:00,0.99,1.97,81.75,0.32,37.14,0.13,1.0,Good
Jakarta,2025-11-21 12:00:00,0.98,1.97,84.38,0.36,37.07,0.14,1.0,Good
Jakarta,2025-11-21 13:00:00,1.12,2.25,95.65,0.62,36.59,0.19,1.0,Good
Jakarta,2025-11-21 14:00:00,1.35,2.61,108.27,0.93,36.08,0.25,1.0,Good
Jakarta,2025-11-21 15:00:00,1.56,2.93,117.84,1.16,35.77,0.28,1.0,Good
Jakarta,2025-11-21 16:00:00,1.72,3.15,123.14,1.28,35.7,0.28,1.0,Good
Jakarta,2025-11-21 17:00:00,1.87,3.29,125.93,1.34,35.77,0.27,1.0,Good
Jakarta,2025-11-21 18:00:00,1.97,3.35,125.47,1.3,36.14,0.23,1.0,Good
Jakarta,2025-11-21 19:00:00,1.82,2.99,114.92,1.02,37.01,0.18,1.0,Good
Jakarta,2025-11-21 20:00:00,1.76,2.8,109.92,0.91,37.5,0.16,1.0,Good
Jakarta,2025-11-21 21:00:00,1.76,2.73,108.79,0.89,37.73,0.15,1.0,Good
Jakarta,2025-11-21 22:00:00,1.81,2.78,111.03,0.94,37.78,0.15,1.0,Good
Jakarta,2025-11-21 23:00:00,1.75,2.71,107.74,0.85,38.29,0.14,1.0,Good
Jakarta,2025-11-22 00:00:00,1.66,2.65,103.3,0.73,38.91,0.14,1.0,Good
Jakarta,2025-11-22 01:00:00,1.63,2.73,100.2,0.64,39.55,0.15,1.0,Good
Jakarta,2025-11-22 02:00:00,1.63,2.89,99.23,0.58,40.23,0.16,1.0,Good
Jakarta,2025-11-22 03:00:00,1.59,2.93,97.39,0.51,40.95,0.16,1.0,Good
Jakarta,2025-11-22 04:00:00,1.52,2.91,95.44,0.46,41.24,0.15,1.0,Good
Jakarta,2025-11-22 05:00:00,1.54,2.99,96.64,0.48,41.19,0.16,1.0,Good
Jakarta,2025-11-22 06:00:00,1.53,3.03,96.35,0.45,41.26,0.15,1.0,Good
Jakarta,2025-11-22 07:00:00,1.45,3.16,92.41,0.37,41.29,0.14,1.0,Good
Jakarta,2025-11-22 08:00:00,1.35,3.37,89.28,0.34,40.89,0.14,1.0,Good
Jakarta,2025-11-22 09:00:00,1.27,3.53,88.17,0.32,40.3,0.14,1.0,Good
Jakarta,2025-11-22 10:00:00,1.2,3.52,88.94,0.34,39.76,0.15,1.0,Good
Jakarta,2025-11-22 11:00:00,1.16,3.5,90.18,0.38,39.36,0.16,1.0,Good
Jakarta,2025-11-22 12:00:00,1.16,3.56,91.6,0.42,39.03,0.17,1.0,Good
Jakarta,2025-11-22 13:00:00,1.24,3.64,96.19,0.51,38.75,0.18,1.0,Good
Jakarta,2025-11-22 14:00:00,1.29,3.57,96.96,0.56,38.78,0.17,1.0,Good
Jakarta,2025-11-22 15:00:00,1.31,3.45,96.85,0.58,38.99,0.16,1.0,Good
Jakarta,2025-11-22 16:00:00,1.38,3.43,98.81,0.65,38.86,0.16,1.0,Good
Jakarta,2025-11-22 17:00:00,1.56,3.62,105.81,0.79,38.48,0.17,1.0,Good
Jakarta,2025-11-22 18:00:00,1.75,3.83,113.34,0.94,37.99,0.19,1.0,Good
Jakarta,2025-11-22 19:00:00,1.74,3.56,114.81,0.97,37.9,0.18,1.0,Good
Jakarta,2025-11-22 20:00:00,1.63,3.12,113.8,0.92,38.05,0.17,1.0,Good
Jakarta,2025-11-22 21:00:00,1.49,2.73,111.03,0.82,38.44,0.15,1.0,Good
Jakarta,2025-11-22 22:00:00,1.45,2.56,110.35,0.77,38.51,0.13,1.0,Good
Jakarta,2025-11-22 23:00:00,1.46,2.45,111.5,0.77,38.43,0.12,1.0,Good
Jakarta,2025-11-23 00:00:00,1.39,2.27,111.16,0.77,38.54,0.13,1.0,Good
Jakarta,2025-11-23 01:00:00,1.38,2.22,113.34,0.83,38.49,0.14,1.0,Good
Jakarta,2025-11-23 02:00:00,1.24,2.0,110.48,0.78,38.77,0.14,1.0,Good
Jakarta,2025-11-23 03:00:00,1.02,1.65,102.93,0.62,39.47,0.12,1.0,Good
Jakarta,2025-11-23 04:00:00,0.82,1.31,95.41,0.47,40.25,0.11,1.0,Good
Jakarta,2025-11-23 05:00:00,0.61,1.0,87.31,0.32,41.23,0.08,1.0,Good
Jakarta,2025-11-23 06:00:00,0.5,0.8,81.77,0.23,42.1,0.07,1.0,Good
Jakarta,2025-11-23 07:00:00,0.5,0.73,79.25,0.19,43.13,0.07,1.0,Good
Jakarta,2025-11-23 08:00:00,0.51,0.75,79.31,0.21,43.9,0.08,1.0,Good
Jakarta,2025-11-23 09:00:00,0.52,0.74,80.25,0.25,44.45,0.08,1.0,Good
Jakarta,2025-11-23 10:00:00,0.52,0.8,81.96,0.31,44.92,0.09,1.0,Good
Jakarta,2025-11-23 11:00:00,0.52,0.91,84.02,0.4,45.23,0.11,1.0,Good
Jakarta,2025-11-23 12:00:00,0.52,1.01,85.47,0.45,45.43,0.12,1.0,Good
Jakarta,2025-11-23 13:00:00,0.58,1.18,88.8,0.46,45.54,0.14,1.0,Good
Jakarta,2025-11-23 14:00:00,0.63,1.28,90.88,0.44,45.76,0.14,1.0,Good
Jakarta,2025-11-23 15:00:00,0.66,1.32,91.64,0.4,46.28,0.12,1.0,Good
Jakarta,2025-11-23 16:00:00,0.68,1.36,92.01,0.41,46.96,0.12,1.0,Good
Jakarta,2025-11-23 17:00:00,0.76,1.5,96.82,0.53,47.25,0.13,1.0,Good
Jakarta,2025-11-23 18:00:00,0.87,1.67,103.38,0.69,47.05,0.14,1.0,Good
Jakarta,2025-11-23 19:00:00,0.85,1.65,102.04,0.67,47.23,0.13,1.0,Good
Jakarta,2025-11-23 20:00:00,0.78,1.6,97.9,0.58,47.49,0.11,1.0,Good
Jakarta,2025-11-23 21:00:00,0.71,1.56,94.02,0.49,47.74,0.1,1.0,Good
Jakarta,2025-11-23 22:00:00,0.69,1.56,92.62,0.47,47.9,0.1,1.0,Good
Jakarta,2025-11-23 23:00:00,0.63,1.51,89.49,0.4,48.37,0.09,1.0,Good
Jakarta,2025-11-24 00:00:00,0.57,1.52,86.36,0.35,48.87,0.08,1.0,Good
Jakarta,2025-11-24 01:00:00,0.6,1.68,88.72,0.4,49.28,0.1,1.0,Good
Jakarta,2025-11-24 02:00:00,0.61,1.75,88.31,0.34,50.26,0.11,1.0,Good
Jakarta,2025-11-24 03:00:00,0.61,1.82,85.61,0.23,51.58,0.1,1.0,Good
Jakarta,2025-11-24 04:00:00,0.66,2.01,83.78,0.17,52.54,0.1,1.0,Good
Jakarta,2025-11-24 05:00:00,0.69,2.15,81.57,0.13,52.81,0.09,1.0,Good
Jakarta,2025-11-24 06:00:00,0.7,2.25,80.33,0.12,52.75,0.09,1.0,Good
Jakarta,2025-11-24 07:00:00,0.69,2.35,79.54,0.11,52.54,0.08,1.0,Good
Jakarta,2025-11-24 08:00:00,0.67,2.39,78.84,0.11,52.06,0.08,1.0,Good
Jakarta,2025-11-24 09:00:00,0.65,2.39,78.4,0.13,51.71,0.08,1.0,Good
Jakarta,2025-11-24 10:00:00,0.63,2.37,79.07,0.18,51.57,0.09,1.0,Good
Jakarta,2025-11-24 11:00:00,0.63,2.36,80.13,0.26,51.14,0.1,1.0,Good
Jakarta,2025-11-24 12:00:00,0.63,2.37,80.77,0.28,50.67,0.1,1.0,Good
Jakarta,2025-11-24 13:00:00,0.64,2.4,82.12,0.29,50.36,0.11,1.0,Good
Jakarta,2025-11-24 14:00:00,0.65,2.39,82.62,0.27,50.21,0.11,1.0,Good
Jakarta,2025-11-24 15:00:00,0.65,2.37,83.38,0.26,49.88,0.11,1.0,Good
Jakarta,2025-11-24 16:00:00,0.67,2.35,84.92,0.29,49.31,0.12,1.0,Good
Jakarta,2025-11-24 17:00:00,0.74,2.43,90.91,0.41,48.59,0.14,1.0,Good
Jakarta,2025-11-24 18:00:00,0.88,2.58,99.45,0.59,47.91,0.16,1.0,Good
Jakarta,2025-11-24 19:00:00,1.33,3.26,121.04,1.11,46.06,0.22,1.0,Good
Jakarta,2025-11-24 20:00:00,2.22,4.62,157.35,1.99,43.72,0.32,1.0,Good
Jakarta,2025-11-24 21:00:00,3.25,6.08,193.51,2.84,41.86,0.42,1.0,Good
Jakarta,2025-11-24 22:00:00,4.67,8.01,239.11,3.89,39.97,0.53,1.0,Good
Jakarta,2025-11-24 23:00:00,5.39,8.86,261.63,4.31,38.98,0.56,1.0,Good
Jakarta,2025-11-25 00:00:00,4.62,7.69,239.33,3.74,40.06,0.5,1.0,Good
Jakarta,2025-11-25 01:00:00,1.4,2.79,126.54,1.15,45.73,0.2,1.0,Good
Jakarta,2025-11-25 02:00:00,0.88,1.88,106.27,0.67,46.86,0.15,1.0,Good
Jakarta,2025-11-25 03:00:00,0.74,1.58,98.82,0.43,47.08,0.12,1.0,Good
Jakarta,2025-11-25 04:00:00,0.72,1.46,94.28,0.27,47.35,0.1,1.0,Good
Jakarta,2025-11-25 05:00:00,0.75,1.42,91.23,0.21,46.86,0.09,1.0,Good
Jakarta,2025-11-25 06:00:00,0.77,1.38,89.15,0.19,45.85,0.09,1.0,Good
Jakarta,2025-11-25 07:00:00,0.75,1.31,87.59,0.18,44.57,0.09,1.0,Good
Jakarta,2025-11-25 08:00:00,0.67,1.2,86.02,0.19,43.04,0.08,1.0,Good
Jakarta,2025-11-25 09:00:00,0.59,1.11,84.98,0.22,41.61,0.08,1.0,Good
Jakarta,2025-11-25 10:00:00,0.52,1.01,85.34,0.3,40.27,0.09,1.0,Good
Jakarta,2025-11-25 11:00:00,0.51,0.95,85.71,0.34,39.35,0.09,1.0,Good
Jakarta,2025-11-25 12:00:00,0.54,0.96,85.54,0.33,38.8,0.09,1.0,Good
Jakarta,2025-11-25 13:00:00,0.58,1.16,88.58,0.37,37.89,0.1,1.0,Good
Jakarta,2025-11-25 14:00:00,0.63,1.27,88.87,0.37,37.49,0.1,1.0,Good
Jakarta,2025-11-25 15:00:00,0.66,1.3,88.11,0.36,37.5,0.1,1.0,Good
Jakarta,2025-11-25 16:00:00,0.7,1.32,87.66,0.38,37.15,0.1,1.0,Good
Jakarta,2025-11-25 17:00:00,0.82,1.48,91.41,0.48,36.46,0.11,1.0,Good
Jakarta,2025-11-25 18:00:00,0.97,1.68,96.12,0.61,35.77,0.12,1.0,Good
Jakarta,2025-11-25 19:00:00,0.99,1.61,95.53,0.59,35.89,0.11,1.0,Good
Jakarta,2025-11-25 20:00:00,1.03,1.59,95.7,0.6,36.11,0.11,1.0,Good
Jakarta,2025-11-25 21:00:00,1.1,1.65,97.28,0.65,36.25,0.12,1.0,Good
Jakarta,2025-11-25 22:00:00,1.29,1.94,103.32,0.83,35.97,0.15,1.0,Good
Jakarta,2025-11-25 23:00:00,1.35,2.03,104.47,0.84,35.97,0.16,1.0,Good
Jakarta,2025-11-26 00:00:00,1.33,2.04,102.98,0.73,36.58,0.16,1.0,Good
Jakarta,2025-11-26 01:00:00,1.49,2.43,107.03,0.68,37.68,0.19,1.0,Good
Jakarta,2025-11-26 02:00:00,1.69,3.04,109.03,0.65,39.34,0.2,1.0,Good
Jakarta,2025-11-26 03:00:00,1.85,3.71,106.55,0.53,41.53,0.2,1.0,Good
Jakarta,2025-11-26 04:00:00,1.84,4.16,95.91,0.32,44.11,0.17,1.0,Good
Jakarta,2025-11-26 05:00:00,1.83,4.67,88.33,0.25,44.99,0.15,1.0,Good
Jakarta,2025-11-26 06:00:00,1.92,5.39,87.24,0.27,45.87,0.16,1.0,Good
Jakarta,2025-11-26 07:00:00,1.92,5.99,83.5,0.26,46.74,0.16,1.0,Good
Jakarta,2025-11-26 08:00:00,1.83,6.28,81.06,0.27,47.3,0.17,1.0,Good
Jakarta,2025-11-26 09:00:00,1.73,6.33,80.28,0.31,47.74,0.17,1.0,Good
Jakarta,2025-11-26 10:00:00,1.63,6.02,81.91,0.4,48.28,0.18,1.0,Good
Jakarta,2025-11-26 11:00:00,1.58,5.81,84.02,0.51,48.59,0.2,1.0,Good
Jakarta,2025-11-26 12:00:00,1.55,5.88,85.18,0.58,48.82,0.21,1.0,Good
Jakarta,2025-11-26 13:00:00,1.6,6.13,88.23,0.67,48.6,0.23,1.0,Good
Jakarta,2025-11-26 14:00:00,1.67,6.4,89.59,0.72,48.61,0.24,1.0,Good
Jakarta,2025-11-26 15:00:00,1.79,6.62,91.76,0.77,48.65,0.25,1.0,Good
Jakarta,2025-11-26 16:00:00,1.88,6.13,94.12,0.81,48.46,0.25,1.0,Good
Jakarta,2025-11-26 17:00:00,1.91,5.46,95.97,0.82,48.47,0.23,1.0,Good
Jakarta,2025-11-26 18:00:00,1.93,5.07,96.41,0.8,48.47,0.21,1.0,Good
Jakarta,2025-11-26 19:00:00,1.85,4.6,94.41,0.72,48.67,0.18,1.0,Good
Jakarta,2025-11-26 20:00:00,1.81,4.16,95.06,0.7,48.65,0.17,1.0,Good
Jakarta,2025-11-26 21:00:00,1.79,3.84,96.23,0.69,48.7,0.16,1.0,Good
Jakarta,2025-11-26 22:00:00,1.87,3.86,99.68,0.74,48.52,0.16,1.0,Good
Jakarta,2025-11-26 23:00:00,1.95,3.96,102.32,0.79,48.56,0.17,1.0,Good
Jakarta,2025-11-27 00:00:00,2.03,4.02,104.8,0.87,48.64,0.2,1.0,Good
Jakarta,2025-11-27 01:00:00,2.13,4.23,109.53,1.0,48.56,0.24,1.0,Good
Jakarta,2025-11-27 02:00:00,2.14,4.41,109.57,1.01,48.88,0.26,1.0,Good
Jakarta,2025-11-27 03:00:00,2.04,4.52,104.0,0.81,49.62,0.25,1.0,Good
Jakarta,2025-11-27 04:00:00,1.98,5.04,93.97,0.41,51.18,0.21,1.0,Good
Jakarta,2025-11-27 05:00:00,2.01,5.91,87.75,0.25,51.2,0.2,1.0,Good
Jakarta,2025-11-27 06:00:00,2.04,6.68,83.4,0.18,50.32,0.19,1.0,Good
Jakarta,2025-11-27 07:00:00,1.98,7.21,79.29,0.15,49.48,0.18,1.0,Good
Jakarta,2025-11-27 08:00:00,1.85,7.39,77.35,0.15,48.45,0.17,1.0,Good
Jakarta,2025-11-27 09:00:00,1.72,7.29,76.36,0.17,47.43,0.17,1.0,Good
Jakarta,2025-11-27 10:00:00,1.61,7.07,76.36,0.23,46.42,0.18,1.0,Good
Jakarta,2025-11-27 11:00:00,1.57,6.99,77.17,0.29,45.53,0.19,1.0,Good
Jakarta,2025-11-27 12:00:00,1.58,7.02,78.25,0.33,44.91,0.2,1.0,Good
Jakarta,2025-11-27 13:00:00,1.63,6.87,80.67,0.43,44.35,0.21,1.0,Good
Jakarta,2025-11-27 14:00:00,1.64,6.58,81.99,0.5,44.03,0.2,1.0,Good
Jakarta,2025-11-27 15:00:00,1.63,6.28,83.76,0.55,43.82,0.19,1.0,Good
Jakarta,2025-11-27 16:00:00,1.6,5.89,85.73,0.6,43.69,0.19,1.0,Good
Jakarta,2025-11-27 17:00:00,1.58,5.56,89.5,0.69,43.69,0.19,1.0,Good
Jakarta,2025-11-27 18:00:00,1.56,5.26,93.17,0.78,43.76,0.18,1.0,Good
Jakarta,2025-11-27 19:00:00,1.5,5.12,93.71,0.77,44.18,0.18,1.0,Good
Jakarta,2025-11-27 20:00:00,1.49,5.04,95.33,0.77,44.5,0.18,1.0,Good
Jakarta,2025-11-27 21:00:00,1.52,4.94,98.0,0.79,44.71,0.17,1.0,Good
Jakarta,2025-11-27 22:00:00,1.55,4.86,99.89,0.8,44.8,0.17,1.0,Good
Jakarta,2025-11-27 23:00:00,1.48,4.76,97.47,0.7,45.46,0.16,1.0,Good
Jakarta,2025-11-28 00:00:00,1.4,4.76,94.36,0.62,46.31,0.16,1.0,Good
Jakarta,2025-11-28 01:00:00,1.41,4.89,94.6,0.61,46.83,0.19,1.0,Good
Jakarta,2025-11-28 02:00:00,1.43,4.98,94.87,0.54,47.77,0.2,1.0,Good
Jakarta,2025-11-28 03:00:00,1.41,4.89,92.41,0.41,48.92,0.2,1.0,Good
Jakarta,2025-11-28 04:00:00,1.39,4.73,88.82,0.29,49.74,0.18,1.0,Good
Jakarta,2025-11-28 05:00:00,1.42,4.63,87.0,0.25,49.78,0.18,1.0,Good
Jakarta,2025-11-28 06:00:00,1.4,4.28,84.47,0.22,49.51,0.16,1.0,Good
Jakarta,2025-11-28 07:00:00,1.29,3.86,81.11,0.2,49.04,0.14,1.0,Good
Jakarta,2025-11-28 08:00:00,1.21,3.67,79.19,0.21,48.28,0.14,1.0,Good
Jakarta,2025-11-28 09:00:00,1.14,3.65,78.4,0.24,47.27,0.14,1.0,Good
Jakarta,2025-11-28 10:00:00,1.07,3.65,78.06,0.29,46.3,0.14,1.0,Good
Jakarta,2025-11-28 11:00:00,1.01,3.66,77.21,0.31,45.38,0.14,1.0,Good
Jakarta,2025-11-28 12:00:00,0.98,3.71,75.75,0.28,44.83,0.14,1.0,Good
Jakarta,2025-11-28 13:00:00,0.93,3.61,76.05,0.3,44.07,0.13,1.0,Good
Jakarta,2025-11-28 14:00:00,0.87,3.41,77.41,0.35,43.46,0.13,1.0,Good
Jakarta,2025-11-28 15:00:00,0.85,3.33,79.29,0.42,42.84,0.13,1.0,Good
Jakarta,2025-11-28 16:00:00,0.88,3.31,83.43,0.55,41.96,0.15,1.0,Good
Jakarta,2025-11-28 17:00:00,1.01,3.49,92.41,0.81,40.75,0.18,1.0,Good
Jakarta,2025-11-28 18:00:00,1.21,3.83,102.4,1.07,39.44,0.21,1.0,Good
Jakarta,2025-11-28 19:00:00,1.33,3.73,106.55,1.14,38.77,0.2,1.0,Good
Jakarta,2025-11-28 20:00:00,1.34,3.45,105.16,1.03,38.53,0.17,1.0,Good
Jakarta,2025-11-28 21:00:00,1.26,3.16,100.83,0.86,38.55,0.15,1.0,Good
Jakarta,2025-11-28 22:00:00,1.18,2.9,97.27,0.72,38.39,0.13,1.0,Good
Jakarta,2025-11-28 23:00:00,1.12,2.67,94.68,0.64,38.09,0.12,1.0,Good
Jakarta,2025-11-29 00:00:00,1.04,2.46,92.0,0.58,37.71,0.12,1.0,Good
Jakarta,2025-11-29 01:00:00,1.03,2.54,92.31,0.61,37.15,0.14,1.0,Good
Jakarta,2025-11-29 02:00:00,1.05,2.67,93.57,0.62,36.67,0.16,1.0,Good
Jakarta,2025-11-29 03:00:00,1.04,2.67,92.23,0.52,36.65,0.17,1.0,Good
Jakarta,2025-11-29 04:00:00,1.04,2.56,88.4,0.35,37.32,0.15,1.0,Good
Jakarta,2025-11-29 05:00:00,1.08,2.52,84.82,0.26,37.46,0.14,1.0,Good
Jakarta,2025-11-29 06:00:00,1.07,2.43,80.72,0.21,37.03,0.13,1.0,Good
Jakarta,2025-11-29 07:00:00,0.97,2.28,76.28,0.18,36.14,0.11,1.0,Good
Jakarta,2025-11-29 08:00:00,0.86,2.21,73.81,0.2,34.93,0.11,1.0,Good
Jakarta,2025-11-29 09:00:00,0.8,2.27,72.74,0.23,34.02,0.12,1.0,Good
Jakarta,2025-11-29 10:00:00,0.8,2.37,72.32,0.27,33.58,0.13,1.0,Good
Jakarta,2025-11-29 11:00:00,0.82,2.5,71.7,0.27,33.37,0.13,1.0,Good
Jakarta,2025-11-29 12:00:00,0.86,2.67,71.43,0.28,33.24,0.13,1.0,Good
Jakarta,2025-11-29 13:00:00,0.94,2.97,74.27,0.41,32.88,0.15,1.0,Good
Jakarta,2025-11-29 14:00:00,1.07,3.44,81.02,0.67,32.38,0.2,1.0,Good
Jakarta,2025-11-29 15:00:00,1.22,3.89,90.28,0.97,31.8,0.25,1.0,Good
Jakarta,2025-11-29 16:00:00,1.36,4.2,99.27,1.21,31.47,0.29,1.0,Good
Jakarta,2025-11-29 17:00:00,1.42,4.26,103.32,1.29,31.55,0.28,1.0,Good
Jakarta,2025-11-29 18:00:00,1.43,4.23,102.98,1.25,31.86,0.25,1.0,Good
Jakarta,2025-11-29 19:00:00,1.4,4.15,99.92,1.12,32.2,0.22,1.0,Good
Jakarta,2025-11-29 20:00:00,1.46,4.23,100.33,1.08,32.28,0.21,1.0,Good
Jakarta,2025-11-29 21:00:00,1.54,4.37,101.48,1.07,32.32,0.2,1.0,Good
Jakarta,2025-11-29 22:00:00,1.64,4.55,103.46,1.08,32.41,0.19,1.0,Good
Jakarta,2025-11-29 23:00:00,1.67,4.65,103.05,1.03,32.77,0.19,1.0,Good
Jakarta,2025-11-30 00:00:00,1.67,4.73,102.11,0.97,33.32,0.2,1.0,Good
Jakarta,2025-11-30 01:00:00,1.72,4.87,103.86,0.89,34.07,0.22,1.0,Good
Jakarta,2025-11-30 02:00:00,1.83,5.01,105.4,0.72,36.15,0.23,1.0,Good
Jakarta,2025-11-30 03:00:00,2.11,5.27,103.91,0.53,39.44,0.23,1.0,Good
Jakarta,2025-11-30 04:00:00,2.64,5.76,99.82,0.36,42.48,0.21,1.0,Good
Jakarta,2025-11-30 05:00:00,3.01,6.15,94.24,0.27,43.45,0.18,1.0,Good
Jakarta,2025-11-30 06:00:00,3.02,6.26,88.63,0.22,43.18,0.16,1.0,Good
Jakarta,2025-11-30 07:00:00,2.73,6.15,82.14,0.18,42.44,0.13,1.0,Good
Jakarta,2025-11-30 08:00:00,2.38,6.0,78.09,0.17,41.26,0.12,1.0,Good
Jakarta,2025-11-30 09:00:00,2.09,5.85,76.54,0.19,40.24,0.12,1.0,Good
Jakarta,2025-11-30 10:00:00,1.84,5.7,76.29,0.24,39.24,0.13,1.0,Good
Jakarta,2025-11-30 11:00:00,1.65,5.5,75.95,0.32,38.47,0.13,1.0,Good
Jakarta,2025-11-30 12:00:00,1.54,5.32,76.0,0.35,38.35,0.13,1.0,Good
Jakarta,2025-11-30 13:00:00,1.62,5.4,83.41,0.55,37.85,0.18,1.0,Good
Jakarta,2025-11-30 14:00:00,1.85,5.78,96.01,0.83,37.01,0.25,1.0,Good
Jakarta,2025-11-30 15:00:00,2.13,6.22,108.72,1.11,36.48,0.3,1.0,Good
Jakarta,2025-11-30 16:00:00,2.44,6.39,122.03,1.4,36.08,0.34,1.0,Good
Jakarta,2025-11-30 17:00:00,2.76,6.47,135.4,1.63,36.01,0.35,1.0,Good
Jakarta,2025-11-30 18:00:00,3.04,6.63,143.77,1.71,36.59,0.36,1.0,Good
Jakarta,2025-11-30 19:00:00,2.86,6.35,133.94,1.43,38.13,0.33,1.0,Good
Jakarta,2025-11-30 20:00:00,2.61,6.09,123.74,1.17,39.18,0.29,1.0,Good
Jakarta,2025-11-30 21:00:00,2.38,5.81,116.35,0.96,39.78,0.26,1.0,Good
Jakarta,2025-11-30 22:00:00,2.2,5.54,111.64,0.83,40.13,0.22,1.0,Good
Jakarta,2025-11-30 23:00:00,2.07,5.32,109.61,0.8,40.34,0.22,1.0,Good
Jakarta,2025-12-01 00:00:00,2.03,5.24,108.54,0.75,40.82,0.23,1.0,Good
Jakarta,2025-12-01 01:00:00,2.25,5.48,110.1,0.66,42.36,0.26,1.0,Good
Jakarta,2025-12-01 02:00:00,2.67,5.82,109.2,0.53,44.99,0.26,1.0,Good
Jakarta,2025-12-01 03:00:00,3.15,6.11,103.91,0.37,47.35,0.23,1.0,Good
Jakarta,2025-12-01 04:00:00,3.58,6.4,98.3,0.25,48.25,0.2,1.0,Good
Jakarta,2025-12-01 05:00:00,3.89,6.71,93.76,0.2,48.03,0.18,1.0,Good
Jakarta,2025-12-01 06:00:00,3.61,6.48,87.22,0.16,46.35,0.16,1.0,Good
Jakarta,2025-12-01 07:00:00,2.92,5.94,79.72,0.14,43.88,0.14,1.0,Good
Jakarta,2025-12-01 08:00:00,2.41,5.61,75.45,0.14,41.96,0.13,1.0,Good
Jakarta,2025-12-01 09:00:00,2.08,5.46,73.28,0.17,40.5,0.14,1.0,Good
